mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	d.i{	d	i		i		i						{	m	1	1	2, -1, 3		2	2	1	12	0.07692307692307693	0.0625	1.875	0.03225806451612903
1	1	1/2	1/2	3/4	2	1	bI64	d	i		bI64		bI		64					M	1	1	-4, -5, -1		-5	-4	0	5	0.0	0.0	1.25	0.0
2	2	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	0	5	0.0	0.0	0.6875	0.0
2	2	1/4	1/4	3/4	2	1	bI64	d	i		bI64		bI		64					M	1	1	-4, -5, -1		-5	-4	2	6	0.25	0.125	1.125	0.1
2	2	1/2	1/2	3/4	2	1	V	d	i		V		V							M	1	1	3, 7, 4		3	3	0	8	0.0	0.0	1.25	0.0
3	3	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	1	12	0.07692307692307693	0.0625	1.875	0.03225806451612903
3	3	1/2	1/2	3/4	2	1	VI	d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.25	0.0
4	4	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	0	5	0.0	0.0	0.6875	0.0
4	4	1/4	1/4	3/4	2	1	VI(13)	d	i		VI(13)		VI			13				M	1	1	-2, 2, -1	1	-2	-2	1	7	0.125	0.0625	1.1875	0.05
4	4	1/2	1/2	3/4	2	1	V65/V/III	d	i		V65/V/III		V		65		V/III			Mm7	1	1	5, 2, -1, 1		1	5	0	8	0.0	0.0	1.25	0.0
5	5	0	0	3/4	2	1	V7/iv	d	i		V7/iv		V		7		iv			Mm7	1	1	2, 6, 3, 0		2	2	1	4	0.2	0.0625	0.625	0.09090909090909091
5	5	1/4	1/4	3/4	2	1	V/III	d	i		V/III		V				III			M	1	1	0, 4, 1		0	0	0	8	0.0	0.0	1.25	0.0
5	5	1/2	1/2	3/4	2	1	V43/V	d	i		V43/V		V		43		V			Mm7	1	1	5, 2, 4, 8		4	5	0	8	0.0	0.0	1.25	0.0
6	6	0	0	3/4	2	1	i(#6)	d	i		i(#6)		i			#6				m	1	1	2, -1, 3	5	2	2	0	5	0.0	0.0	0.6875	0.0
6	6	1/4	1/4	3/4	2	1	#vi	d	i		#vi		#vi							m	1	1	5, 2, 6		5	5	0	8	0.0	0.0	1.25	0.0
6	6	1/2	1/2	3/4	2	1	Ger2/iv	d	i		Ger2/iv	Ger	vii	o	2	b3	V/iv			Ger	1	1	-2, 7, -3, 1		7	-2	0	8	0.0	0.0	1.25	0.0
7	7	0	0	3/4	2	1	iM7(6)	d	i		iM7(6)		i	M	7	6				mM7	1	1	2, -1, -2, 7		2	2	1	4	0.2	0.0625	0.625	0.09090909090909091
7	7	1/4	1/4	3/4	2	1	vi	d	i		vi		vi							m	1	1	-2, -5, -1		-2	-2	2	6	0.25	0.3125	0.9375	0.25
7	7	1/2	1/2	3/4	2	1	V43/iv	d	i		V43/iv		V		43		iv			Mm7	1	1	3, 0, 2, 6		2	3	0	8	0.0	0.0	1.25	0.0
8	8	0	0	3/4	2	1	i%65	d	i		i%65		i	%	65					%7	1	1	-1, -4, 0, 2		2	-1	3	5	0.375	0.1875	0.3125	0.375
8	8	1/2	1/2	3/4	2	1	V(^#7)|HC}	d	i		V(^#7)		V			^#7		HC	}	M	1	1	3, 7, 4	8	3	3	0	4	0.0	0.0	0.25	0.0
9	9	0	0	3/4	2	1	V7{	d	i		V7		V		7				{	Mm7	1	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.5	0.0
9	9	1/4	1/4	3/4	2	1	Fr43(#0)	d	i		Fr43(#0)	Fr	V		43	b5#0	V			Fr	1	1	-2, 2, 4, 8		4	-2	2	8	0.2	0.125	1.0625	0.10526315789473684
9	9	1/2	1/2	3/4	2	1	V64(134)/V	d	i		V64(134)/V		V		64	134	V			M	1	1	5, 4, 3	7	4	5	0	10	0.0	0.0	1.0625	0.0
10	10	0	0	3/4	2	1	V7(b9)/III	d	i		V7(b9)/III		V		7	b9	III			Mm7	1	1	0, 4, 1, -2	-5	0	0	2	8	0.2	0.125	1.0625	0.10526315789473684
10	10	1/4	1/4	3/4	2	1	V64(134)/V	d	i		V64(134)/V		V		64	134	V			M	1	1	5, 4, 3	7	4	5	0	10	0.0	0.0	1.1875	0.0
10	10	1/2	1/2	3/4	2	1	Fr43(#0)}	d	i		Fr43(#0)	Fr	V		43	b5#0	V		}	Fr	1	1	-2, 2, 4, 8		4	-2	2	8	0.2	0.125	0.9375	0.11764705882352941
11	11	0	0	3/4	2	1	i{	d	i		i		i						{	m	1	1	2, -1, 3		2	2	1	12	0.07692307692307693	0.0625	1.875	0.03225806451612903
11	11	1/2	1/2	3/4	2	1	bI64	d	i		bI64		bI		64					M	1	1	-4, -5, -1		-5	-4	0	5	0.0	0.0	1.25	0.0
12	12	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	0	5	0.0	0.0	0.6875	0.0
12	12	1/4	1/4	3/4	2	1	bI64	d	i		bI64		bI		64					M	1	1	-4, -5, -1		-5	-4	2	6	0.25	0.125	1.125	0.1
12	12	1/2	1/2	3/4	2	1	V	d	i		V		V							M	1	1	3, 7, 4		3	3	0	8	0.0	0.0	1.25	0.0
13	13	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	1	12	0.07692307692307693	0.0625	1.875	0.03225806451612903
13	13	1/2	1/2	3/4	2	1	VI	d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.25	0.0
14	14	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	0	5	0.0	0.0	0.6875	0.0
14	14	1/4	1/4	3/4	2	1	VI(13)	d	i		VI(13)		VI			13				M	1	1	-2, 2, -1	1	-2	-2	1	7	0.125	0.0625	1.1875	0.05
14	14	1/2	1/2	3/4	2	1	V65/V/III	d	i		V65/V/III		V		65		V/III			Mm7	1	1	5, 2, -1, 1		1	5	0	8	0.0	0.0	1.25	0.0
15	15	0	0	3/4	2	1	i7/III	d	i		i7/III		i		7		III			mm7	1	1	-1, -4, 0, -3		-1	-1	1	4	0.2	0.0625	0.625	0.09090909090909091
15	15	1/4	1/4	3/4	2	1	bIIIM65/III	d	i		bIIIM65/III		bIII	M	65		III			MM7	1	1	0, -3, 1, -4		-4	0	0	9	0.0	0.0	1.375	0.0
15	15	1/2	1/2	3/4	2	1	V65/V/III	d	i		V65/V/III		V		65		V/III			Mm7	1	1	5, 2, -1, 1		1	5	0	9	0.0	0.0	1.375	0.0
16	16	0	0	3/4	2	1	i7/bII	d	i		i7/bII		i		7		bII			mm7	1	1	-3, -6, -2, -5		-3	-3	1	4	0.2	0.0625	0.625	0.09090909090909091
16	16	1/4	1/4	3/4	2	1	bIIIM65/bII	d	i		bIIIM65/bII		bIII	M	65		bII			MM7	1	1	-2, -5, -1, -6		-6	-2	0	9	0.0	0.0	1.375	0.0
16	16	1/2	1/2	3/4	2	1	V65/VI	d	i		V65/VI		V		65		VI			Mm7	1	1	3, 0, -3, -1		-1	3	0	9	0.0	0.0	1.375	0.0
17	17	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	1	4	0.2	0.0625	0.625	0.09090909090909091
17	17	1/4	1/4	3/4	2	1	bI64	d	i		bI64		bI		64					M	1	1	-4, -5, -1		-5	-4	3	5	0.375	0.1875	1.0625	0.15
17	17	1/2	1/2	3/4	2	1	i64	d	i		i64		i		64					m	1	1	3, 2, -1		2	3	0	8	0.0	0.0	1.25	0.0
18	18	0	0	3/4	2	1	III64	d	i		III64		III		64					M	1	1	0, -1, 3		-1	0	2	3	0.4	0.3125	0.1875	0.625
18	18	1/4	1/4	3/4	2	1	V+6	d	i		V+6		V	+	6					+	1	1	7, 11, 3		3	7	4	6	0.4	0.4375	0.75	0.3684210526315789
18	18	1/2	1/2	3/4	2	1	i7	d	i		i7		i		7					mm7	1	1	2, -1, 3, 0		2	2	0	10	0.0	0.0	1.0625	0.0
19	19	0	0	3/4	2	1	Fr43(+6)/iv	d	i		Fr43(+6)/iv	Fr	V		43	+6b5	V/iv			Fr	1	1	-3, 1, 3, 7	6	3	-3	2	8	0.2	0.125	1.0625	0.10526315789473684
19	19	1/4	1/4	3/4	2	1	i7	d	i		i7		i		7					mm7	1	1	2, -1, 3, 0		2	2	0	10	0.0	0.0	1.1875	0.0
19	19	1/2	1/2	3/4	2	1	V+6|HC}	d	i		V+6		V	+	6			HC	}	+	1	1	7, 11, 3		3	7	3	6	0.3333333333333333	0.1875	0.75	0.2
